clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
"Colton , 92324 Valley Colton",7 909-824-1296 I-10 Exit 71 ( Mt Vernon NW to E Valley ),) 24 HRS,Colton,92324,Valley Colton,909-824-1296,2008,Colton,CA,,Exit,71,71,,I-10,,,,,True,True,160,True,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.yelp.com/biz/valley-colton-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296,,34.065595,-117.314212
Colton ( 92324 ) Valley Colton Truck Stop,7 909-824-1296 I-10 Exit 71 ( Mt Vernon NW to E Valley ),) 24 S <U+2610> <U+2610> <U+2610>,Colton,92324,Valley Colton Truck Stop,909-824-1296,2014,Colton,CA,,Exit,71,71,,I-10,,,,,True,True,160,True,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.yelp.com/biz/valley-colton-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296,,34.065595,-117.314212
Colton ( 92324 ) Valley Colton Truck Stop,909-824-1296 I-10 Exit 71 ( Mt Vernon NW to E Valley ),"24 S $ """,Colton,92324,Valley Colton Truck Stop,909-824-1296,2015,Colton,CA,,Exit,71,71,,I-10,,,,,True,True,160,True,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.yelp.com/biz/valley-colton-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296,,34.065595,-117.314212
Colton ( 92324 ) Valley Colton Truck Stop,909-824-1296 I-10 Exit 71 ( Mt Vernon NW to E Valley ),) 24 SO <U+2610>,Colton,92324,Valley Colton Truck Stop,909-824-1296,2016,Colton,CA,,Exit,71,71,,I-10,,,,,True,True,160,True,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.truckstopsandservices.com/location_details.php?id=3604; http://www.rvandtravelers.com/location_details.php?id=3604,https://www.yelp.com/biz/valley-colton-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296; https://www.yellowpages.com/search?search_terms=909+824+1296,,34.065595,-117.314212
"Colton , 92324 Beacon Truck Stop",7 909-825-5190 I-10 Exit 73 A ( Waterman South ),24 HRS,Colton,92324,Beacon Truck Stop,909-825-5190,2006,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.0630225,-117.288797
"C Colton , 92324 Royal Truck Stop",909-825-5190 I-10 Exit 73 A ( Waterman South ),24 AS,Colton,92324,Royal Truck Stop,909-825-5190,2007,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.063049,-117.288894
"Colton , 92324 Royal Truck Stop",7 909-825-5190 I-10 Exit 73 A ( Waterman South ),24 HRS M <U+2610><U+2610>,Colton,92324,Royal Truck Stop,909-825-5190,2008,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.063049,-117.288894
C Colton ( 92324 ) Royal Truck Stop,7 909-825-5190 I-10 Exit 73 A ( Waterman South ),24 MOO,Colton,92324,Royal Truck Stop,909-825-5190,2014,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.063049,-117.288894
Colton ( 92324 ) Royal Truck Stop,7 909-825-5190 I-10 Exit 73 A ( Waterman South ),24 M Su <U+25A1>,Colton,92324,Royal Truck Stop,909-825-5190,2015,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.063049,-117.288894
Colton ( 92324 ) Royal Truck Stop,909-825-5190 I-10 Exit 73 A ( Waterman South ),24 M <U+2610>,Colton,92324,Royal Truck Stop,909-825-5190,2016,Colton,CA,,Exit,73,73,,I-10,,,,,True,True,161,True,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,http://www.rvandtravelers.com/location_details.php?id=314; https://www.truckstopsandservices.com/location_details.php?id=314,https://www.yelp.com/biz/royal-truck-stop-colton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190; https://www.yellowpages.com/search?search_terms=909+825+5190,,34.063049,-117.288894
"Fontana , 92335 Fontana Truck Stop Center ( Chevron )","909-357-1167 I-10 Exit 61 ( Cherry N , 1 blkWon Valley )",) HRS 24 SOOO,Fontana,92335,Fontana Truck Stop Center ( Chevron ),909-357-1167,2006,Fontana,CA,Chevron,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
"C Fontana , 92335 Fontana Truck Stop Center","909-357-1167 I-10 Exit 61 ( Cherry N , 1 blkWon Valley )",) HRS 24 HRS,Fontana,92335,Fontana Truck Stop Center,909-357-1167,2007,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
"Fontana , 92335 Fontana Truck Stop","909-357-1167 I-10 Exit 61 ( N , 1 blk W on Valley )",24 HRS S 24 m,Fontana,92335,Fontana Truck Stop,909-357-1167,2008,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
Fontana ( 92335 ) Fontana Truck Stop,"7 909-357-1167 I-10 Exit 61 ( N , 1 blk W on Valley )",24 m S O <U+25A1>,Fontana,92335,Fontana Truck Stop,909-357-1167,2014,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
Fontana ( 92335 ) Fontana I-10 Exit Truck 61 ( Cherry Stop S to 14416 Slover ),909-357-1167 I-10 Exit 61 (,24 S <U+25A1> <U+2610>,Fontana,92335,Fontana I-10 Exit Truck 61 ( Cherry Stop S to 14416 Slover ),909-357-1167,2015,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
Fontana ( 92335 ) Fontana I-10 Exit Truck 61 ( Cherry Stop S to 14416 Slover ),"909-357-1167 I-10 Exit 61 ( N , 1",24 XL S,Fontana,92335,Fontana I-10 Exit Truck 61 ( Cherry Stop S to 14416 Slover ),909-357-1167,2016,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,162,True,http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1122,http://www.rvandtravelers.com/location_details.php?id=1121; http://www.rvandtravelers.com/location_details.php?id=1122; https://www.truckstopsandservices.com/location_details.php?id=1121; https://www.truckstopsandservices.com/location_details.php?id=1122,https://www.yelp.com/biz/fontana-truck-stop-centers-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167; https://www.yellowpages.com/search?search_terms=909+357+1167,,34.071615,-117.493316
"Fontana , 92335 EZ Truck Stop )",7 909-822-5599 I-10 Exit 63 ( Citrus N to 16111,FRS 24 000,Fontana,92335,EZ Truck Stop ),909-822-5599,2006,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070152500000006,-117.453052
"Fontana , 92335 EZ Truck Stop",909-822-5599 I-10 Exit 63 ( Citrus N to 16111 Valley ),) 24 000,Fontana,92335,EZ Truck Stop,909-822-5599,2007,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070152500000006,-117.453052
"Fontana , 92335 EZ Truck Stop",909-822-5599 I-10 Exit 63 ( Citrus N to 16111 Valley ),24 HRS <U+2610> <U+25A1> <U+25A1>,Fontana,92335,EZ Truck Stop,909-822-5599,2008,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070152500000006,-117.453052
C Fontana ( 92335 ) 76 Truck Stop,7 909-822-5599 I-10 Exit 63 ( Citrus N to 16111 Valley ),24 D <U+25A1>,Fontana,92335,76 Truck Stop,909-822-5599,2014,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070137,-117.452788
"Fontana ( 92335 ) 76 Truck Stop 61 ( N , 1 blk W on Valley )",909-822-5599 I-10 Exit 63 (,24 E D DO,Fontana,92335,"76 Truck Stop 61 ( N , 1 blk W on Valley )",909-822-5599,2015,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070137,-117.452788
"Fontana ( 92335 ) 76 Truck Stop ( N , 1 blk W on Valley )",909-822-5599 I-10 Exit 63 ( Citrus N to,24,Fontana,92335,"76 Truck Stop ( N , 1 blk W on Valley )",909-822-5599,2016,Fontana,CA,,Exit,63,63,,I-10,,,,,True,False,163,True,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,http://www.rvandtravelers.com/location_details.php?id=3570; https://www.truckstopsandservices.com/location_details.php?id=3570,,https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599; https://www.yellowpages.com/search?search_terms=909+822+5599,,34.070137,-117.452788
"C Fontana , 92337 North American Truck Stop )",909-350-3310 I-10 Exit 61 ( Cherry S to 14320 ),) 24 L $ 000,Fontana,92337,North American Truck Stop ),909-350-3310,2006,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
"Fontana , 92337 North American Truck Stop",909-350-3310 I-10 Exit 61 ( Cherry S to 14320 Slover ),HRS 24 HRS,Fontana,92337,North American Truck Stop,909-350-3310,2007,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
"Fontana , 92337 North American Truck Stop",909-350-3310 I-10 Exit 61 ( Cherry S to 14320 Slover ),24 HRS <U+2610> <U+2610>,Fontana,92337,North American Truck Stop,909-350-3310,2008,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
C Fontana ( 92337 ) North American Truck Stop,909-350-3310 I-10 Exit 61 ( Cherry S to 14320 Slover ),) 24 32 XL $ D D,Fontana,92337,North American Truck Stop,909-350-3310,2014,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
Fontana ( 92337 ) North Exit American 61 ( Cherry Truck 3/4 Stop mi N ),7 909-350-3310 I-10 Exit 61 (,24 XL <U+25A1>,Fontana,92337,North Exit American 61 ( Cherry Truck 3/4 Stop mi N ),909-350-3310,2015,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
Fontana ( 92337 ) North American Truck Stop,909-350-3310 I-10 Exit 61 ( Cherry S to 14320 Slover ),24 <U+2610> X = <U+2610>,Fontana,92337,North American Truck Stop,909-350-3310,2016,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,164,True,http://www.rvandtravelers.com/location_details.php?id=2129; https://www.truckstopsandservices.com/location_details.php?id=64203,,https://www.yelp.com/biz/north-american-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+350+3310; https://www.yellowpages.com/search?search_terms=909+350+3310,Too close already,34.063003,-117.492914
"Fontana , 92337 Three Sisters Truck Stop )",909-822-4415 I-10 Exit 61 ( Cherry S to 14416 ),) 24,Fontana,92337,Three Sisters Truck Stop ),909-822-4415,2006,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
"Fontana , 92337 Three Sisters Truck Stop",909-822-4415 I-10 Exit 61 ( Cherry S to 14416 Slover ),HRS 24 M,Fontana,92337,Three Sisters Truck Stop,909-822-4415,2007,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
"Fontana , 92337 Three Sisters Truck Stop ( BP )",7 909-822-4415 I-10 Exit 61 ( Cherry S to 14416 Slover ),24 HRS M,Fontana,92337,Three Sisters Truck Stop ( BP ),909-822-4415,2008,Fontana,CA,BP,Exit,61,61,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
C Fontana ( 92337 ) Three Sisters Truck Stop,7 909-822-4415 I-10 Exit 61 ( Cherry S to 14416 Slover ),24 3 D <U+25A1>,Fontana,92337,Three Sisters Truck Stop,909-822-4415,2014,Fontana,CA,,Exit,61,61,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
Fontana ( 92337 ) Three I-10 Exit Sisters 61 ( Cherry S to 14320 Slover ),909-822-4415 I-10 Exit Truck Stop,24 M <U+25A1> <U+25A1> <U+2610>,Fontana,92337,Three I-10 Exit Sisters 61 ( Cherry S to 14320 Slover ),909-822-4415,2015,Fontana,CA,,Exit,,,,I-10,,,,,True,True,165,True,http://www.rvandtravelers.com/location_details.php?id=3294; https://www.truckstopsandservices.com/location_details.php?id=3294,https://www.truckstopsandservices.com/location_details.php?id=3294; http://www.rvandtravelers.com/location_details.php?id=3294,https://www.yelp.com/biz/three-sisters-truck-stop-fontana?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415; https://www.yellowpages.com/search?search_terms=909+822+4415,,34.063015,-117.490877
